original_id,original_data_type,title,L1_cluster_id,L1_cluster_title,L2_cluster_id,L2_cluster_title
228,numeric,Numeric: ID 228,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
229,numeric,Numeric: ID 229,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
230,numeric,Numeric: ID 230,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
231,numeric,Numeric: ID 231,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
232,numeric,Numeric: ID 232,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
233,numeric,Numeric: ID 233,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
234,numeric,Numeric: ID 234,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
235,numeric,Numeric: ID 235,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
236,numeric,Numeric: ID 236,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
237,numeric,Numeric: ID 237,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
238,numeric,Numeric: ID 238,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
239,numeric,Numeric: ID 239,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
240,numeric,Numeric: ID 240,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
241,numeric,Numeric: ID 241,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
242,numeric,Numeric: ID 242,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
243,numeric,Numeric: ID 243,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
244,numeric,Numeric: ID 244,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
245,numeric,Numeric: ID 245,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
246,numeric,Numeric: ID 246,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
247,numeric,Numeric: ID 247,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
248,numeric,Numeric: ID 248,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
249,numeric,Numeric: ID 249,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
250,numeric,Numeric: ID 250,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
251,numeric,Numeric: ID 251,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
252,numeric,Numeric: ID 252,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
253,numeric,Numeric: ID 253,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
254,numeric,Numeric: ID 254,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
255,numeric,Numeric: ID 255,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
256,numeric,Numeric: ID 256,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
257,numeric,Numeric: ID 257,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
258,numeric,Numeric: ID 258,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
259,numeric,Numeric: ID 259,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
260,numeric,Numeric: ID 260,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
261,numeric,Numeric: ID 261,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
262,numeric,Numeric: ID 262,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
263,numeric,Numeric: ID 263,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
264,numeric,Numeric: ID 264,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
265,numeric,Numeric: ID 265,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
266,numeric,Numeric: ID 266,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
267,numeric,Numeric: ID 267,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
268,numeric,Numeric: ID 268,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
269,numeric,Numeric: ID 269,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
270,numeric,Numeric: ID 270,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
271,numeric,Numeric: ID 271,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
272,numeric,Numeric: ID 272,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
273,numeric,Numeric: ID 273,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
274,numeric,Numeric: ID 274,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
275,numeric,Numeric: ID 275,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
276,numeric,Numeric: ID 276,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
277,numeric,Numeric: ID 277,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
278,numeric,Numeric: ID 278,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
279,numeric,Numeric: ID 279,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
280,numeric,Numeric: ID 280,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
281,numeric,Numeric: ID 281,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
282,numeric,Numeric: ID 282,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
283,numeric,Numeric: ID 283,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
284,numeric,Numeric: ID 284,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
285,numeric,Numeric: ID 285,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
286,numeric,Numeric: ID 286,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
287,numeric,Numeric: ID 287,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
288,numeric,Numeric: ID 288,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
289,numeric,Numeric: ID 289,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
290,numeric,Numeric: ID 290,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
291,numeric,Numeric: ID 291,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
292,numeric,Numeric: ID 292,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
293,numeric,Numeric: ID 293,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
294,numeric,Numeric: ID 294,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
295,numeric,Numeric: ID 295,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
296,numeric,Numeric: ID 296,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
297,numeric,Numeric: ID 297,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
298,numeric,Numeric: ID 298,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
299,numeric,Numeric: ID 299,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
300,numeric,Numeric: ID 300,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
301,numeric,Numeric: ID 301,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
302,numeric,Numeric: ID 302,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
303,numeric,Numeric: ID 303,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
304,numeric,Numeric: ID 304,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
305,numeric,Numeric: ID 305,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
306,numeric,Numeric: ID 306,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
307,numeric,Numeric: ID 307,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
308,numeric,Numeric: ID 308,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
309,numeric,Numeric: ID 309,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
310,numeric,Numeric: ID 310,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
311,numeric,Numeric: ID 311,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
312,numeric,Numeric: ID 312,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
313,numeric,Numeric: ID 313,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
314,numeric,Numeric: ID 314,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
315,numeric,Numeric: ID 315,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
316,numeric,Numeric: ID 316,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
317,numeric,Numeric: ID 317,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
318,numeric,Numeric: ID 318,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
319,numeric,Numeric: ID 319,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
320,numeric,Numeric: ID 320,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
321,numeric,Numeric: ID 321,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
322,numeric,Numeric: ID 322,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
323,numeric,Numeric: ID 323,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
324,numeric,Numeric: ID 324,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
325,numeric,Numeric: ID 325,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
326,numeric,Numeric: ID 326,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
327,numeric,Numeric: ID 327,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
328,numeric,Numeric: ID 328,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
329,numeric,Numeric: ID 329,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
330,numeric,Numeric: ID 330,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
331,numeric,Numeric: ID 331,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
332,numeric,Numeric: ID 332,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
333,numeric,Numeric: ID 333,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
334,numeric,Numeric: ID 334,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
335,numeric,Numeric: ID 335,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
336,numeric,Numeric: ID 336,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
337,numeric,Numeric: ID 337,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
338,numeric,Numeric: ID 338,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
339,numeric,Numeric: ID 339,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
340,numeric,Numeric: ID 340,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
341,numeric,Numeric: ID 341,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
342,numeric,Numeric: ID 342,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
343,numeric,Numeric: ID 343,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
344,numeric,Numeric: ID 344,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
345,numeric,Numeric: ID 345,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
346,numeric,Numeric: ID 346,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
347,numeric,Numeric: ID 347,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
348,numeric,Numeric: ID 348,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
349,numeric,Numeric: ID 349,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
350,numeric,Numeric: ID 350,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
351,numeric,Numeric: ID 351,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
352,numeric,Numeric: ID 352,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
353,numeric,Numeric: ID 353,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
354,numeric,Numeric: ID 354,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
355,numeric,Numeric: ID 355,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
356,numeric,Numeric: ID 356,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
357,numeric,Numeric: ID 357,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
358,numeric,Numeric: ID 358,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
359,numeric,Numeric: ID 359,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
360,numeric,Numeric: ID 360,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
361,numeric,Numeric: ID 361,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
362,numeric,Numeric: ID 362,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
363,numeric,Numeric: ID 363,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
364,numeric,Numeric: ID 364,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
365,numeric,Numeric: ID 365,7043,"Older, Fewer Partners, Gender Skewed",7047,"Diverse Demographics, Average Customer Base"
